date,phc_id,medicine_id,stock,patient_footfall,temperature,disease_cases,day_of_week,month,lag_1,lag_7,rolling_mean_7,daily_consumption
2025-05-06,PHC001,MED002,450,106,31.1,15,1,5,56.0,65.0,76.57142857142857,63
2025-05-07,PHC001,MED002,342,146,28.6,39,2,5,63.0,75.0,76.28571428571429,108
2025-05-08,PHC001,MED002,964,133,26.8,20,3,5,108.0,72.0,81.0,93
2025-05-09,PHC001,MED002,883,125,30.7,28,4,5,93.0,70.0,84.0,81
2025-05-10,PHC001,MED002,763,131,26.6,32,5,5,81.0,91.0,85.57142857142857,120
2025-05-11,PHC001,MED002,665,123,25.6,30,6,5,120.0,107.0,89.71428571428571,98
2025-05-12,PHC001,MED002,561,129,31.8,28,0,5,98.0,56.0,88.42857142857143,104
2025-05-13,PHC001,MED002,485,111,21.4,26,1,5,104.0,63.0,95.28571428571429,76
2025-05-14,PHC001,MED002,424,103,33.6,24,2,5,76.0,108.0,97.14285714285714,61
2025-05-15,PHC001,MED002,329,124,28.7,27,3,5,61.0,93.0,90.42857142857143,95
2025-05-16,PHC001,MED002,847,125,25.9,38,4,5,95.0,81.0,90.71428571428571,86
2025-05-17,PHC001,MED002,746,130,28.4,30,5,5,86.0,120.0,91.42857142857143,101
2025-05-18,PHC001,MED002,632,121,34.2,35,6,5,101.0,98.0,88.71428571428571,114
2025-05-19,PHC001,MED002,533,147,21.4,36,0,5,114.0,104.0,91.0,99
2025-05-20,PHC001,MED002,460,99,34.3,29,1,5,99.0,76.0,90.28571428571429,73
2025-05-21,PHC001,MED002,382,100,22.9,32,2,5,73.0,61.0,89.85714285714286,78
2025-05-22,PHC001,MED002,857,114,27.6,26,3,5,78.0,95.0,92.28571428571429,101
2025-05-23,PHC001,MED002,772,130,20.6,23,4,5,101.0,86.0,93.14285714285714,85
2025-05-24,PHC001,MED002,631,153,22.4,41,5,5,85.0,101.0,93.0,141
2025-05-25,PHC001,MED002,500,144,32.1,28,6,5,141.0,114.0,98.71428571428571,131
2025-05-26,PHC001,MED002,396,128,23.6,25,0,5,131.0,99.0,101.14285714285714,104
2025-05-27,PHC001,MED002,330,103,31.2,27,1,5,104.0,73.0,101.85714285714286,66
2025-05-28,PHC001,MED002,949,120,27.0,26,2,5,66.0,78.0,100.85714285714286,108
2025-05-29,PHC001,MED002,875,122,28.6,37,3,5,108.0,101.0,105.14285714285714,74
2025-05-30,PHC001,MED002,795,124,26.3,32,4,5,74.0,85.0,101.28571428571429,80
2025-05-31,PHC001,MED002,684,137,29.1,37,5,5,80.0,141.0,100.57142857142857,111
2025-06-01,PHC001,MED002,581,128,34.0,27,6,6,111.0,131.0,96.28571428571429,103
2025-06-02,PHC001,MED002,501,110,21.9,21,0,6,103.0,104.0,92.28571428571429,80
2025-06-03,PHC001,MED002,415,119,32.5,24,1,6,80.0,66.0,88.85714285714286,86
2025-06-04,PHC001,MED002,808,142,32.3,41,2,6,86.0,108.0,91.71428571428571,119
2025-06-05,PHC001,MED002,742,91,23.5,28,3,6,119.0,74.0,93.28571428571429,66
2025-06-06,PHC001,MED002,633,129,20.4,32,4,6,66.0,80.0,92.14285714285714,109
2025-06-07,PHC001,MED002,554,119,22.1,24,5,6,109.0,111.0,96.28571428571429,79
2025-06-08,PHC001,MED002,441,125,30.4,40,6,6,79.0,103.0,91.71428571428571,113
2025-06-09,PHC001,MED002,348,132,21.2,32,0,6,113.0,80.0,93.14285714285714,93
2025-06-10,PHC001,MED002,270,113,28.2,37,1,6,93.0,86.0,95.0,78
2025-06-11,PHC001,MED002,522,96,24.5,27,2,6,78.0,119.0,93.85714285714286,72
2025-06-12,PHC001,MED002,422,116,29.3,36,3,6,72.0,66.0,87.14285714285714,100
2025-06-13,PHC001,MED002,333,125,29.5,25,4,6,100.0,109.0,92.0,89
2025-06-14,PHC001,MED002,824,110,24.4,23,5,6,89.0,79.0,89.14285714285714,101
2025-06-15,PHC001,MED002,705,132,21.3,26,6,6,101.0,113.0,92.28571428571429,119
2025-06-16,PHC001,MED002,650,120,27.9,29,0,6,119.0,93.0,93.14285714285714,55
2025-06-17,PHC001,MED002,572,112,27.1,23,1,6,55.0,78.0,87.71428571428571,78
2025-06-18,PHC001,MED002,497,86,23.8,10,2,6,78.0,72.0,87.71428571428571,75
2025-06-19,PHC001,MED002,398,117,29.4,24,3,6,75.0,100.0,88.14285714285714,99
2025-06-20,PHC001,MED002,299,118,25.0,21,4,6,99.0,89.0,88.0,99
2025-06-21,PHC001,MED002,728,137,31.7,35,5,6,99.0,101.0,89.42857142857143,108
2025-06-22,PHC001,MED002,587,148,22.7,36,6,6,108.0,119.0,90.42857142857143,141
2025-06-23,PHC001,MED002,491,132,23.0,34,0,6,141.0,55.0,93.57142857142857,96
2025-06-24,PHC001,MED002,405,122,24.7,20,1,6,96.0,78.0,99.42857142857143,86
2025-06-25,PHC001,MED002,322,128,20.5,34,2,6,86.0,75.0,100.57142857142857,83
2025-06-26,PHC001,MED002,668,107,32.9,23,3,6,83.0,99.0,101.71428571428571,93
2025-06-27,PHC001,MED002,570,121,33.3,33,4,6,93.0,99.0,100.85714285714286,98
2025-06-28,PHC001,MED002,442,130,25.8,21,5,6,98.0,108.0,100.71428571428571,128
2025-06-29,PHC001,MED002,1040,129,27.8,20,6,6,128.0,141.0,103.57142857142857,112
2025-01-08,PHC001,MED003,703,100,29.7,27,2,1,57.0,62.0,64.42857142857143,56
2025-01-09,PHC001,MED003,652,91,20.5,32,3,1,56.0,52.0,63.57142857142857,51
2025-01-10,PHC001,MED003,578,128,21.2,28,4,1,51.0,53.0,63.42857142857143,74
2025-01-11,PHC001,MED003,497,141,24.7,38,5,1,74.0,75.0,66.42857142857143,81
2025-01-12,PHC001,MED003,392,169,27.8,45,6,1,81.0,89.0,67.28571428571429,105
2025-01-13,PHC001,MED003,329,121,31.6,28,0,1,105.0,63.0,69.57142857142857,63
2025-01-14,PHC001,MED003,280,104,35.0,20,1,1,63.0,57.0,69.57142857142857,49
2025-01-15,PHC001,MED003,212,117,21.1,31,2,1,49.0,56.0,68.42857142857143,68
2025-01-16,PHC001,MED003,603,135,34.5,42,3,1,68.0,51.0,70.14285714285714,72
2025-01-17,PHC001,MED003,549,103,28.2,18,4,1,72.0,74.0,73.14285714285714,54
2025-01-18,PHC001,MED003,445,144,30.5,40,5,1,54.0,81.0,70.28571428571429,104
2025-01-19,PHC001,MED003,340,138,23.4,38,6,1,104.0,105.0,73.57142857142857,105
2025-01-20,PHC001,MED003,270,112,25.4,28,0,1,105.0,63.0,73.57142857142857,70
2025-01-21,PHC001,MED003,207,99,34.7,22,1,1,70.0,49.0,74.57142857142857,63
2025-01-22,PHC001,MED003,673,137,30.8,38,2,1,63.0,68.0,76.57142857142857,79
2025-01-23,PHC001,MED003,610,89,32.4,20,3,1,79.0,72.0,78.14285714285714,63
2025-01-24,PHC001,MED003,545,132,30.2,29,4,1,63.0,54.0,76.85714285714286,65
2025-01-25,PHC001,MED003,476,114,31.7,36,5,1,65.0,104.0,78.42857142857143,69
2025-01-26,PHC001,MED003,399,124,33.7,36,6,1,69.0,105.0,73.42857142857143,77
2025-01-27,PHC001,MED003,327,122,22.3,31,0,1,77.0,70.0,69.42857142857143,72
2025-01-28,PHC001,MED003,264,126,34.1,30,1,1,72.0,63.0,69.71428571428571,63
2025-01-29,PHC001,MED003,559,137,23.8,28,2,1,63.0,79.0,69.71428571428571,69
2025-01-30,PHC001,MED003,510,100,21.4,20,3,1,69.0,63.0,68.28571428571429,49
2025-01-31,PHC001,MED003,454,102,28.7,20,4,1,49.0,65.0,66.28571428571429,56
2025-02-01,PHC001,MED003,371,150,33.9,41,5,2,56.0,69.0,65.0,83
2025-02-02,PHC001,MED003,692,160,21.2,42,6,2,83.0,77.0,67.0,114
2025-02-03,PHC001,MED003,646,106,26.2,21,0,2,114.0,72.0,72.28571428571429,46
2025-02-04,PHC001,MED003,597,103,29.4,21,1,2,46.0,63.0,68.57142857142857,49
2025-02-05,PHC001,MED003,516,151,30.3,28,2,2,49.0,69.0,66.57142857142857,81
2025-02-06,PHC001,MED003,465,113,20.9,30,3,2,81.0,49.0,68.28571428571429,51
2025-02-07,PHC001,MED003,392,121,24.7,32,4,2,51.0,56.0,68.57142857142857,73
2025-02-08,PHC001,MED003,310,127,32.9,23,5,2,73.0,83.0,71.0,82
2025-02-09,PHC001,MED003,760,130,24.8,28,6,2,82.0,114.0,70.85714285714286,88
2025-02-10,PHC001,MED003,675,126,22.1,35,0,2,88.0,46.0,67.14285714285714,85
2025-02-11,PHC001,MED003,614,126,34.4,34,1,2,85.0,49.0,72.71428571428571,61
2025-02-12,PHC001,MED003,542,137,34.0,28,2,2,61.0,81.0,74.42857142857143,72
2025-02-13,PHC001,MED003,467,105,27.0,35,3,2,72.0,51.0,73.14285714285714,75
2025-02-14,PHC001,MED003,406,127,21.4,27,4,2,75.0,73.0,76.57142857142857,61
2025-02-15,PHC001,MED003,748,142,20.7,35,5,2,61.0,82.0,74.85714285714286,102
2025-02-16,PHC001,MED003,695,100,29.8,25,6,2,102.0,88.0,77.71428571428571,53
2025-02-17,PHC001,MED003,638,118,33.2,32,0,2,53.0,85.0,72.71428571428571,57
2025-02-18,PHC001,MED003,585,111,25.5,19,1,2,57.0,61.0,68.71428571428571,53
2025-02-19,PHC001,MED003,506,126,21.1,33,2,2,53.0,72.0,67.57142857142857,79
2025-02-20,PHC001,MED003,449,89,24.2,22,3,2,79.0,75.0,68.57142857142857,57
2025-02-21,PHC001,MED003,373,113,25.9,38,4,2,57.0,61.0,66.0,76
2025-02-22,PHC001,MED003,287,135,34.1,29,5,2,76.0,102.0,68.14285714285714,86
2025-02-23,PHC001,MED003,581,121,20.7,24,6,2,86.0,53.0,65.85714285714286,76
2025-02-24,PHC001,MED003,512,108,27.8,18,0,2,76.0,57.0,69.14285714285714,69
2025-02-25,PHC001,MED003,417,140,24.8,42,1,2,69.0,53.0,70.85714285714286,95
2025-02-26,PHC001,MED003,369,98,32.6,28,2,2,95.0,79.0,76.85714285714286,48
2025-02-27,PHC001,MED003,311,104,28.4,20,3,2,48.0,57.0,72.42857142857143,58
2025-02-28,PHC001,MED003,242,112,25.0,28,4,2,58.0,76.0,72.57142857142857,69
2025-03-01,PHC001,MED003,751,141,33.1,31,5,3,69.0,86.0,71.57142857142857,113
2025-03-02,PHC001,MED003,660,148,34.5,37,6,3,113.0,76.0,75.42857142857143,91
2025-03-03,PHC001,MED003,619,89,28.8,15,0,3,91.0,69.0,77.57142857142857,41
2025-03-04,PHC001,MED003,553,124,29.3,37,1,3,41.0,95.0,73.57142857142857,66
2025-03-05,PHC001,MED003,499,107,34.2,26,2,3,66.0,48.0,69.42857142857143,54
2025-03-06,PHC001,MED003,432,117,24.7,29,3,3,54.0,58.0,70.28571428571429,67
2025-03-07,PHC001,MED003,355,133,33.8,25,4,3,67.0,69.0,71.57142857142857,77
2025-03-08,PHC001,MED003,726,149,20.9,31,5,3,77.0,113.0,72.71428571428571,95
2025-03-09,PHC001,MED003,642,139,25.7,40,6,3,95.0,91.0,70.14285714285714,84
2025-03-10,PHC001,MED003,585,130,28.0,31,0,3,84.0,41.0,69.14285714285714,57
2025-03-11,PHC001,MED003,536,108,32.1,32,1,3,57.0,66.0,71.42857142857143,49
2025-03-12,PHC001,MED003,477,113,34.4,33,2,3,49.0,54.0,69.0,59
2025-03-13,PHC001,MED003,418,127,31.6,44,3,3,59.0,67.0,69.71428571428571,59
2025-03-14,PHC001,MED003,369,108,27.3,19,4,3,59.0,77.0,68.57142857142857,49
2025-03-15,PHC001,MED003,293,134,24.3,40,5,3,49.0,95.0,64.57142857142857,76
2025-03-16,PHC001,MED003,228,115,33.4,25,6,3,76.0,84.0,61.857142857142854,65
2025-03-17,PHC001,MED003,955,123,20.6,31,0,3,65.0,57.0,59.142857142857146,62
2025-03-18,PHC001,MED003,895,111,26.6,23,1,3,62.0,49.0,59.857142857142854,60
2025-03-19,PHC001,MED003,814,131,34.0,34,2,3,60.0,59.0,61.42857142857143,81
2025-03-20,PHC001,MED003,758,112,29.2,25,3,3,81.0,59.0,64.57142857142857,56
2025-03-21,PHC001,MED003,707,108,29.6,24,4,3,56.0,49.0,64.14285714285714,51
2025-03-22,PHC001,MED003,600,146,30.8,38,5,3,51.0,76.0,64.42857142857143,107
2025-03-23,PHC001,MED003,507,147,33.9,43,6,3,107.0,65.0,68.85714285714286,93
2025-03-24,PHC001,MED003,464,85,33.2,27,0,3,93.0,62.0,72.85714285714286,43
2025-03-25,PHC001,MED003,402,116,29.7,33,1,3,43.0,60.0,70.14285714285714,62
2025-03-26,PHC001,MED003,348,120,28.6,28,2,3,62.0,81.0,70.42857142857143,54
2025-03-27,PHC001,MED003,294,109,22.6,37,3,3,54.0,56.0,66.57142857142857,54
2025-03-28,PHC001,MED003,771,121,33.8,28,4,3,54.0,51.0,66.28571428571429,76
2025-03-29,PHC001,MED003,671,131,33.1,35,5,3,76.0,107.0,69.85714285714286,100
2025-03-30,PHC001,MED003,606,130,24.5,33,6,3,100.0,93.0,68.85714285714286,65
2025-03-31,PHC001,MED003,547,94,29.6,20,0,3,65.0,43.0,64.85714285714286,59
2025-04-01,PHC001,MED003,509,83,22.0,19,1,4,59.0,62.0,67.14285714285714,38
2025-04-02,PHC001,MED003,456,114,31.0,30,2,4,38.0,54.0,63.714285714285715,53
2025-04-03,PHC001,MED003,407,100,20.2,18,3,4,53.0,54.0,63.57142857142857,49
2025-04-04,PHC001,MED003,347,125,29.2,29,4,4,49.0,76.0,62.857142857142854,60
2025-04-05,PHC001,MED003,278,122,26.4,26,5,4,60.0,100.0,60.57142857142857,69
2025-04-06,PHC001,MED003,953,145,27.2,47,6,4,69.0,65.0,56.142857142857146,104
2025-04-07,PHC001,MED003,893,114,23.5,32,0,4,104.0,59.0,61.714285714285715,60
2025-04-08,PHC001,MED003,845,77,20.2,16,1,4,60.0,38.0,61.857142857142854,48
2025-04-09,PHC001,MED003,788,101,20.9,18,2,4,48.0,53.0,63.285714285714285,57
2025-04-10,PHC001,MED003,718,123,33.4,25,3,4,57.0,49.0,63.857142857142854,70
2025-04-11,PHC001,MED003,654,111,21.8,23,4,4,70.0,60.0,66.85714285714286,64
2025-04-12,PHC001,MED003,582,125,22.0,28,5,4,64.0,69.0,67.42857142857143,72
2025-04-13,PHC001,MED003,504,146,29.1,43,6,4,72.0,104.0,67.85714285714286,78
2025-04-14,PHC001,MED003,436,124,30.0,24,0,4,78.0,60.0,64.14285714285714,68
2025-04-15,PHC001,MED003,372,116,31.3,32,1,4,68.0,48.0,65.28571428571429,64
2025-04-16,PHC001,MED003,309,110,21.2,20,2,4,64.0,57.0,67.57142857142857,63
2025-04-17,PHC001,MED003,259,109,28.2,26,3,4,63.0,70.0,68.42857142857143,50
2025-04-18,PHC001,MED003,551,114,27.8,31,4,4,50.0,64.0,65.57142857142857,67
2025-04-19,PHC001,MED003,467,121,27.3,23,5,4,67.0,72.0,66.0,84
2025-04-20,PHC001,MED003,389,122,26.2,32,6,4,84.0,78.0,67.71428571428571,78
2025-04-21,PHC001,MED003,337,97,30.1,21,0,4,78.0,68.0,67.71428571428571,52
2025-04-22,PHC001,MED003,272,117,23.3,29,1,4,52.0,64.0,65.42857142857143,65
2025-04-23,PHC001,MED003,204,128,30.5,34,2,4,65.0,63.0,65.57142857142857,68
2025-04-24,PHC001,MED003,155,113,27.1,39,3,4,68.0,50.0,66.28571428571429,49
2025-04-25,PHC001,MED003,894,112,22.0,31,4,4,49.0,67.0,66.14285714285714,54
2025-04-26,PHC001,MED003,809,113,25.7,14,5,4,54.0,84.0,64.28571428571429,85
2025-04-27,PHC001,MED003,717,154,25.6,30,6,4,85.0,78.0,64.42857142857143,92
2025-04-28,PHC001,MED003,667,94,25.2,16,0,4,92.0,52.0,66.42857142857143,50
2025-04-29,PHC001,MED003,599,122,27.9,36,1,4,50.0,65.0,66.14285714285714,68
2025-04-30,PHC001,MED003,541,104,24.5,27,2,4,68.0,68.0,66.57142857142857,58
2025-05-01,PHC001,MED003,485,106,28.0,20,3,5,58.0,49.0,65.14285714285714,56
2025-05-02,PHC001,MED003,427,104,34.1,23,4,5,56.0,54.0,66.14285714285714,58
2025-05-03,PHC001,MED003,364,130,32.1,30,5,5,58.0,85.0,66.71428571428571,63
2025-05-04,PHC001,MED003,279,144,23.1,36,6,5,63.0,92.0,63.57142857142857,85
2025-05-05,PHC001,MED003,219,117,29.0,30,0,5,85.0,50.0,62.57142857142857,60
2025-05-06,PHC001,MED003,169,110,23.5,27,1,5,60.0,68.0,64.0,50
2025-05-07,PHC001,MED003,830,120,20.8,39,2,5,50.0,58.0,61.42857142857143,56
2025-05-08,PHC001,MED003,775,114,28.7,34,3,5,56.0,56.0,61.142857142857146,55
2025-05-09,PHC001,MED003,697,118,23.6,20,4,5,55.0,58.0,61.0,78
2025-05-10,PHC001,MED003,637,101,24.1,20,5,5,78.0,63.0,63.857142857142854,60
2025-05-11,PHC001,MED003,562,113,31.0,25,6,5,60.0,85.0,63.42857142857143,75
2025-05-12,PHC001,MED003,492,134,25.2,32,0,5,75.0,60.0,62.0,70
2025-05-13,PHC001,MED003,438,105,27.9,22,1,5,70.0,50.0,63.42857142857143,54
2025-05-14,PHC001,MED003,381,100,28.1,24,2,5,54.0,56.0,64.0,57
2025-05-15,PHC001,MED003,314,115,32.9,32,3,5,57.0,55.0,64.14285714285714,67
2025-05-16,PHC001,MED003,243,127,26.2,36,4,5,67.0,78.0,65.85714285714286,71
2025-05-17,PHC001,MED003,702,117,23.8,28,5,5,71.0,60.0,64.85714285714286,71
2025-05-18,PHC001,MED003,620,137,30.9,35,6,5,71.0,75.0,66.42857142857143,82
2025-05-19,PHC001,MED003,568,119,30.1,33,0,5,82.0,70.0,67.42857142857143,52
2025-05-20,PHC001,MED003,506,96,30.9,27,1,5,52.0,54.0,64.85714285714286,62
2025-05-21,PHC001,MED003,461,98,33.0,22,2,5,62.0,57.0,66.0,45
2025-05-22,PHC001,MED003,378,147,34.4,48,3,5,45.0,67.0,64.28571428571429,83
2025-05-23,PHC001,MED003,290,158,27.2,52,4,5,83.0,71.0,66.57142857142857,88
2025-05-24,PHC001,MED003,865,152,28.3,41,5,5,88.0,71.0,69.0,122
2025-05-25,PHC001,MED003,787,128,29.7,37,6,5,122.0,82.0,76.28571428571429,78
2025-05-26,PHC001,MED003,723,127,32.0,35,0,5,78.0,52.0,75.71428571428571,64
2025-05-27,PHC001,MED003,660,110,24.8,19,1,5,64.0,62.0,77.42857142857143,63
2025-05-28,PHC001,MED003,584,127,31.1,41,2,5,63.0,45.0,77.57142857142857,76
2025-05-29,PHC001,MED003,511,133,28.8,33,3,5,76.0,83.0,82.0,73
2025-05-30,PHC001,MED003,449,102,28.5,26,4,5,73.0,88.0,80.57142857142857,62
2025-05-31,PHC001,MED003,379,132,34.2,39,5,5,62.0,122.0,76.85714285714286,70
2025-06-01,PHC001,MED003,287,153,31.1,30,6,6,70.0,78.0,69.42857142857143,92
2025-06-02,PHC001,MED003,236,91,25.3,24,0,6,92.0,64.0,71.42857142857143,51
2025-06-03,PHC001,MED003,944,129,34.9,36,1,6,51.0,63.0,69.57142857142857,82
2025-06-04,PHC001,MED003,872,118,32.7,29,2,6,82.0,76.0,72.28571428571429,72
2025-06-05,PHC001,MED003,823,107,32.6,27,3,6,72.0,73.0,71.71428571428571,49
2025-06-06,PHC001,MED003,769,117,20.1,37,4,6,49.0,62.0,68.28571428571429,54
2025-06-07,PHC001,MED003,699,131,29.2,27,5,6,54.0,70.0,67.14285714285714,70
2025-06-08,PHC001,MED003,631,114,20.1,29,6,6,70.0,92.0,67.14285714285714,68
2025-06-09,PHC001,MED003,572,114,34.7,24,0,6,68.0,51.0,63.714285714285715,59
2025-06-10,PHC001,MED003,490,142,30.1,36,1,6,59.0,82.0,64.85714285714286,82
2025-06-11,PHC001,MED003,445,83,22.2,22,2,6,82.0,72.0,64.85714285714286,45
2025-06-12,PHC001,MED003,381,121,32.2,35,3,6,45.0,49.0,61.0,64
2025-06-13,PHC001,MED003,306,129,28.5,28,4,6,64.0,54.0,63.142857142857146,75
2025-06-14,PHC001,MED003,948,142,30.3,35,5,6,75.0,70.0,66.14285714285714,97
2025-06-15,PHC001,MED003,879,114,26.1,27,6,6,97.0,68.0,70.0,69
2025-06-16,PHC001,MED003,825,102,29.6,29,0,6,69.0,59.0,70.14285714285714,54
2025-06-17,PHC001,MED003,775,108,25.0,31,1,6,54.0,82.0,69.42857142857143,50
2025-06-18,PHC001,MED003,685,154,33.4,36,2,6,50.0,45.0,64.85714285714286,90
2025-06-19,PHC001,MED003,632,109,28.5,33,3,6,90.0,64.0,71.28571428571429,53
2025-06-20,PHC001,MED003,574,110,30.3,38,4,6,53.0,75.0,69.71428571428571,58
2025-06-21,PHC001,MED003,485,150,32.8,35,5,6,58.0,97.0,67.28571428571429,89
2025-06-22,PHC001,MED003,386,142,22.2,35,6,6,89.0,69.0,66.14285714285714,99
2025-06-23,PHC001,MED003,339,89,28.5,26,0,6,99.0,54.0,70.42857142857143,47
2025-06-24,PHC001,MED003,296,88,30.2,18,1,6,47.0,50.0,69.42857142857143,43
2025-06-25,PHC001,MED003,248,111,30.3,27,2,6,43.0,90.0,68.42857142857143,48
2025-06-26,PHC001,MED003,505,136,25.2,37,3,6,48.0,53.0,62.42857142857143,81
2025-06-27,PHC001,MED003,426,121,34.3,25,4,6,81.0,58.0,66.42857142857143,79
2025-06-28,PHC001,MED003,358,111,20.4,32,5,6,79.0,89.0,69.42857142857143,68
2025-06-29,PHC001,MED003,763,178,34.1,39,6,6,68.0,99.0,66.42857142857143,116
2025-01-08,PHC001,MED004,910,122,33.5,28,2,1,70.0,50.0,67.14285714285714,73
2025-01-09,PHC001,MED004,839,125,27.8,31,3,1,73.0,52.0,70.42857142857143,71
2025-01-10,PHC001,MED004,771,106,22.2,26,4,1,71.0,61.0,73.14285714285714,68
2025-01-11,PHC001,MED004,676,137,24.5,37,5,1,68.0,92.0,74.14285714285714,95
2025-01-12,PHC001,MED004,601,118,27.4,37,6,1,95.0,74.0,74.57142857142857,75
2025-01-13,PHC001,MED004,533,102,22.0,21,0,1,75.0,71.0,74.71428571428571,68
2025-01-14,PHC001,MED004,471,115,32.9,31,1,1,68.0,70.0,74.28571428571429,62
2025-01-15,PHC001,MED004,418,99,32.4,26,2,1,62.0,73.0,73.14285714285714,53
2025-01-16,PHC001,MED004,350,98,30.4,22,3,1,53.0,71.0,70.28571428571429,68
2025-01-17,PHC001,MED004,292,105,26.0,26,4,1,68.0,68.0,69.85714285714286,58
2025-01-18,PHC001,MED004,676,154,31.7,29,5,1,58.0,95.0,68.42857142857143,82
2025-01-19,PHC001,MED004,589,112,25.9,34,6,1,82.0,75.0,66.57142857142857,87
2025-01-20,PHC001,MED004,518,127,30.2,26,0,1,87.0,68.0,68.28571428571429,71
2025-01-21,PHC001,MED004,472,79,26.9,15,1,1,71.0,62.0,68.71428571428571,46
2025-01-22,PHC001,MED004,401,99,32.3,22,2,1,46.0,53.0,66.42857142857143,71
2025-01-23,PHC001,MED004,333,119,27.5,24,3,1,71.0,68.0,69.0,68
2025-01-24,PHC001,MED004,278,106,31.8,22,4,1,68.0,58.0,69.0,55
2025-01-25,PHC001,MED004,941,172,27.2,49,5,1,55.0,82.0,68.57142857142857,108
2025-01-26,PHC001,MED004,849,142,20.6,39,6,1,108.0,87.0,72.28571428571429,92
2025-01-27,PHC001,MED004,783,137,32.2,32,0,1,92.0,71.0,73.0,66
2025-01-28,PHC001,MED004,720,96,30.0,26,1,1,66.0,46.0,72.28571428571429,63
2025-01-29,PHC001,MED004,650,125,28.4,37,2,1,63.0,71.0,74.71428571428571,70
2025-01-30,PHC001,MED004,591,97,31.9,28,3,1,70.0,68.0,74.57142857142857,59
2025-01-31,PHC001,MED004,523,120,23.3,31,4,1,59.0,55.0,73.28571428571429,68
2025-02-01,PHC001,MED004,455,112,25.6,26,5,2,68.0,108.0,75.14285714285714,68
2025-02-02,PHC001,MED004,365,109,30.4,28,6,2,68.0,92.0,69.42857142857143,90
2025-02-03,PHC001,MED004,274,157,33.8,35,0,2,90.0,66.0,69.14285714285714,91
2025-02-04,PHC001,MED004,900,139,31.0,39,1,2,91.0,63.0,72.71428571428571,75
2025-02-05,PHC001,MED004,818,125,27.1,32,2,2,75.0,70.0,74.42857142857143,82
2025-02-06,PHC001,MED004,768,93,24.8,26,3,2,82.0,59.0,76.14285714285714,50
2025-02-07,PHC001,MED004,674,140,29.7,42,4,2,50.0,68.0,74.85714285714286,94
2025-02-08,PHC001,MED004,588,128,34.8,29,5,2,94.0,68.0,78.57142857142857,86
2025-02-09,PHC001,MED004,480,141,34.4,38,6,2,86.0,90.0,81.14285714285714,108
2025-02-10,PHC001,MED004,417,116,22.8,34,0,2,108.0,91.0,83.71428571428571,63
2025-02-11,PHC001,MED004,355,102,23.0,32,1,2,63.0,75.0,79.71428571428571,62
2025-02-12,PHC001,MED004,291,102,30.6,22,2,2,62.0,82.0,77.85714285714286,64
2025-02-13,PHC001,MED004,958,138,21.5,35,3,2,64.0,50.0,75.28571428571429,79
2025-02-14,PHC001,MED004,890,100,23.0,23,4,2,79.0,94.0,79.42857142857143,68
2025-02-15,PHC001,MED004,787,146,24.7,23,5,2,68.0,86.0,75.71428571428571,103
2025-02-16,PHC001,MED004,711,120,21.7,33,6,2,103.0,108.0,78.14285714285714,76
2025-02-17,PHC001,MED004,622,128,32.0,35,0,2,76.0,63.0,73.57142857142857,89
2025-02-18,PHC001,MED004,545,132,30.1,29,1,2,89.0,62.0,77.28571428571429,77
2025-02-19,PHC001,MED004,464,124,22.1,34,2,2,77.0,64.0,79.42857142857143,81
2025-02-20,PHC001,MED004,411,99,28.6,29,3,2,81.0,79.0,81.85714285714286,53
2025-02-21,PHC001,MED004,341,122,34.0,19,4,2,53.0,68.0,78.14285714285714,70
2025-02-22,PHC001,MED004,854,136,24.3,36,5,2,70.0,103.0,78.42857142857143,104
2025-02-23,PHC001,MED004,738,158,20.1,43,6,2,104.0,76.0,78.57142857142857,116
2025-02-24,PHC001,MED004,668,132,34.5,39,0,2,116.0,89.0,84.28571428571429,70
2025-02-25,PHC001,MED004,606,114,32.6,26,1,2,70.0,77.0,81.57142857142857,62
2025-02-26,PHC001,MED004,539,108,20.5,27,2,2,62.0,81.0,79.42857142857143,67
2025-02-27,PHC001,MED004,466,102,22.5,24,3,2,67.0,53.0,77.42857142857143,73
2025-02-28,PHC001,MED004,413,90,31.5,24,4,2,73.0,70.0,80.28571428571429,53
2025-03-01,PHC001,MED004,794,129,32.3,38,5,3,53.0,104.0,77.85714285714286,106
2025-03-02,PHC001,MED004,729,107,31.4,24,6,3,106.0,116.0,78.14285714285714,65
2025-03-03,PHC001,MED004,656,118,29.8,22,0,3,65.0,70.0,70.85714285714286,73
2025-03-04,PHC001,MED004,591,115,20.5,38,1,3,73.0,62.0,71.28571428571429,65
2025-03-05,PHC001,MED004,498,144,21.8,44,2,3,65.0,67.0,71.71428571428571,93
2025-03-06,PHC001,MED004,436,118,31.1,26,3,3,93.0,73.0,75.42857142857143,62
2025-03-07,PHC001,MED004,390,87,29.2,17,4,3,62.0,53.0,73.85714285714286,46
2025-03-08,PHC001,MED004,311,137,32.1,25,5,3,46.0,106.0,72.85714285714286,79
2025-03-09,PHC001,MED004,680,124,34.7,28,6,3,79.0,65.0,69.0,80
2025-03-10,PHC001,MED004,603,111,32.9,31,0,3,80.0,73.0,71.14285714285714,77
2025-03-11,PHC001,MED004,526,112,31.8,38,1,3,77.0,65.0,71.71428571428571,77
2025-03-12,PHC001,MED004,419,155,33.0,31,2,3,77.0,93.0,73.42857142857143,107
