date,phc_id,medicine_id,stock,daily_consumption,patient_footfall,temperature,disease_cases
21-05-2025,PHC001,MED003,461,45,98,33,22
22-05-2025,PHC001,MED003,378,83,147,34.4,48
23-05-2025,PHC001,MED003,290,88,158,27.2,52
24-05-2025,PHC001,MED003,865,122,152,28.3,41
25-05-2025,PHC001,MED003,787,78,128,29.7,37
26-05-2025,PHC001,MED003,723,64,127,32,35
27-05-2025,PHC001,MED003,660,63,110,24.8,19
28-05-2025,PHC001,MED003,584,76,127,31.1,41
29-05-2025,PHC001,MED003,511,73,133,28.8,33
30-05-2025,PHC001,MED003,449,62,102,28.5,26
31-05-2025,PHC001,MED003,379,70,132,34.2,39
01-06-2025,PHC001,MED003,287,92,153,31.1,30
02-06-2025,PHC001,MED003,236,51,91,25.3,24
03-06-2025,PHC001,MED003,944,82,129,34.9,36
04-06-2025,PHC001,MED003,872,72,118,32.7,29
05-06-2025,PHC001,MED003,823,49,107,32.6,27
06-06-2025,PHC001,MED003,769,54,117,20.1,37
07-06-2025,PHC001,MED003,699,70,131,29.2,27
08-06-2025,PHC001,MED003,631,68,114,20.1,29
09-06-2025,PHC001,MED003,572,59,114,34.7,24
10-06-2025,PHC001,MED003,490,82,142,30.1,36
11-06-2025,PHC001,MED003,445,45,83,22.2,22
12-06-2025,PHC001,MED003,381,64,121,32.2,35
13-06-2025,PHC001,MED003,306,75,129,28.5,28
14-06-2025,PHC001,MED003,948,97,142,30.3,35
15-06-2025,PHC001,MED003,879,69,114,26.1,27
16-06-2025,PHC001,MED003,825,54,102,29.6,29
17-06-2025,PHC001,MED003,775,50,108,25,31
18-06-2025,PHC001,MED003,685,90,154,33.4,36
19-06-2025,PHC001,MED003,632,53,109,28.5,33
20-06-2025,PHC001,MED003,574,58,110,30.3,38
21-06-2025,PHC001,MED003,485,89,150,32.8,35
22-06-2025,PHC001,MED003,386,99,142,22.2,35
23-06-2025,PHC001,MED003,339,47,89,28.5,26
24-06-2025,PHC001,MED003,296,43,88,30.2,18
25-06-2025,PHC001,MED003,248,48,111,30.3,27
26-06-2025,PHC001,MED003,505,81,136,25.2,37
27-06-2025,PHC001,MED003,426,79,121,34.3,25
28-06-2025,PHC001,MED003,358,68,111,20.4,32
29-06-2025,PHC001,MED003,763,116,178,34.1,39
01-01-2025,PHC001,MED004,640,50,105,21.3,19
02-01-2025,PHC001,MED004,588,52,96,22.3,23
03-01-2025,PHC001,MED004,527,61,109,31.1,20
04-01-2025,PHC001,MED004,435,92,138,25.4,38
05-01-2025,PHC001,MED004,361,74,130,22.8,35
06-01-2025,PHC001,MED004,290,71,120,25.3,29
07-01-2025,PHC001,MED004,220,70,131,24.9,36
08-01-2025,PHC001,MED004,910,73,122,33.5,28
09-01-2025,PHC001,MED004,839,71,125,27.8,31
10-01-2025,PHC001,MED004,771,68,106,22.2,26
11-01-2025,PHC001,MED004,676,95,137,24.5,37
12-01-2025,PHC001,MED004,601,75,118,27.4,37
13-01-2025,PHC001,MED004,533,68,102,22,21
14-01-2025,PHC001,MED004,471,62,115,32.9,31
15-01-2025,PHC001,MED004,418,53,99,32.4,26
16-01-2025,PHC001,MED004,350,68,98,30.4,22
17-01-2025,PHC001,MED004,292,58,105,26,26
18-01-2025,PHC001,MED004,676,82,154,31.7,29
19-01-2025,PHC001,MED004,589,87,112,25.9,34
20-01-2025,PHC001,MED004,518,71,127,30.2,26
21-01-2025,PHC001,MED004,472,46,79,26.9,15
22-01-2025,PHC001,MED004,401,71,99,32.3,22
23-01-2025,PHC001,MED004,333,68,119,27.5,24
24-01-2025,PHC001,MED004,278,55,106,31.8,22
25-01-2025,PHC001,MED004,941,108,172,27.2,49
26-01-2025,PHC001,MED004,849,92,142,20.6,39
27-01-2025,PHC001,MED004,783,66,137,32.2,32
28-01-2025,PHC001,MED004,720,63,96,30,26
29-01-2025,PHC001,MED004,650,70,125,28.4,37
30-01-2025,PHC001,MED004,591,59,97,31.9,28
31-01-2025,PHC001,MED004,523,68,120,23.3,31
01-02-2025,PHC001,MED004,455,68,112,25.6,26
02-02-2025,PHC001,MED004,365,90,109,30.4,28
03-02-2025,PHC001,MED004,274,91,157,33.8,35
04-02-2025,PHC001,MED004,900,75,139,31,39
05-02-2025,PHC001,MED004,818,82,125,27.1,32
06-02-2025,PHC001,MED004,768,50,93,24.8,26
07-02-2025,PHC001,MED004,674,94,140,29.7,42
08-02-2025,PHC001,MED004,588,86,128,34.8,29
09-02-2025,PHC001,MED004,480,108,141,34.4,38
10-02-2025,PHC001,MED004,417,63,116,22.8,34
11-02-2025,PHC001,MED004,355,62,102,23,32
12-02-2025,PHC001,MED004,291,64,102,30.6,22
13-02-2025,PHC001,MED004,958,79,138,21.5,35
14-02-2025,PHC001,MED004,890,68,100,23,23
15-02-2025,PHC001,MED004,787,103,146,24.7,23
16-02-2025,PHC001,MED004,711,76,120,21.7,33
17-02-2025,PHC001,MED004,622,89,128,32,35
18-02-2025,PHC001,MED004,545,77,132,30.1,29
19-02-2025,PHC001,MED004,464,81,124,22.1,34
20-02-2025,PHC001,MED004,411,53,99,28.6,29
21-02-2025,PHC001,MED004,341,70,122,34,19
22-02-2025,PHC001,MED004,854,104,136,24.3,36
23-02-2025,PHC001,MED004,738,116,158,20.1,43
24-02-2025,PHC001,MED004,668,70,132,34.5,39
25-02-2025,PHC001,MED004,606,62,114,32.6,26
26-02-2025,PHC001,MED004,539,67,108,20.5,27
27-02-2025,PHC001,MED004,466,73,102,22.5,24
28-02-2025,PHC001,MED004,413,53,90,31.5,24
01-03-2025,PHC001,MED004,794,106,129,32.3,38
02-03-2025,PHC001,MED004,729,65,107,31.4,24
03-03-2025,PHC001,MED004,656,73,118,29.8,22
04-03-2025,PHC001,MED004,591,65,115,20.5,38
05-03-2025,PHC001,MED004,498,93,144,21.8,44
06-03-2025,PHC001,MED004,436,62,118,31.1,26
07-03-2025,PHC001,MED004,390,46,87,29.2,17
08-03-2025,PHC001,MED004,311,79,137,32.1,25
09-03-2025,PHC001,MED004,680,80,124,34.7,28
10-03-2025,PHC001,MED004,603,77,111,32.9,31
11-03-2025,PHC001,MED004,526,77,112,31.8,38
12-03-2025,PHC001,MED004,419,107,155,33,31
13-03-2025,PHC001,MED004,323,96,136,32.4,34
14-03-2025,PHC001,MED004,260,63,116,27.3,21
15-03-2025,PHC001,MED004,918,92,126,29.5,26
16-03-2025,PHC001,MED004,834,84,133,31.2,28
17-03-2025,PHC001,MED004,781,53,85,28.7,15
18-03-2025,PHC001,MED004,687,94,134,21.4,26
19-03-2025,PHC001,MED004,635,52,111,31.9,24
20-03-2025,PHC001,MED004,590,45,83,32.4,28
21-03-2025,PHC001,MED004,510,80,115,22,27
22-03-2025,PHC001,MED004,407,103,147,33.4,29
23-03-2025,PHC001,MED004,332,75,127,20.2,25
24-03-2025,PHC001,MED004,900,84,122,26.8,29
25-03-2025,PHC001,MED004,840,60,113,24.5,36
26-03-2025,PHC001,MED004,759,81,136,21.4,26
27-03-2025,PHC001,MED004,697,62,119,20.8,26
28-03-2025,PHC001,MED004,640,57,97,31.3,18
29-03-2025,PHC001,MED004,540,100,134,21.2,36
30-03-2025,PHC001,MED004,448,92,116,26.7,25
31-03-2025,PHC001,MED004,364,84,115,30.4,35
01-04-2025,PHC001,MED004,304,60,104,21.3,26
02-04-2025,PHC001,MED004,238,66,108,25.7,24
03-04-2025,PHC001,MED004,755,71,126,29.6,22
04-04-2025,PHC001,MED004,692,63,109,26.6,34
05-04-2025,PHC001,MED004,620,72,128,22.3,25
06-04-2025,PHC001,MED004,528,92,144,21.5,37
07-04-2025,PHC001,MED004,454,74,115,25.8,22
08-04-2025,PHC001,MED004,384,70,111,21.3,30
09-04-2025,PHC001,MED004,327,57,95,29.1,21
10-04-2025,PHC001,MED004,281,46,92,24.5,27
11-04-2025,PHC001,MED004,225,56,96,31.2,23
12-04-2025,PHC001,MED004,506,76,136,27.4,43
13-04-2025,PHC001,MED004,414,92,133,21.1,40
14-04-2025,PHC001,MED004,341,73,113,25.8,25
15-04-2025,PHC001,MED004,263,78,123,28.2,26
16-04-2025,PHC001,MED004,493,77,129,28.8,34
17-04-2025,PHC001,MED004,422,71,114,20.9,29
18-04-2025,PHC001,MED004,370,52,97,26.2,20
19-04-2025,PHC001,MED004,286,84,130,28,30
20-04-2025,PHC001,MED004,902,97,123,23,28
21-04-2025,PHC001,MED004,827,75,122,28.8,34
22-04-2025,PHC001,MED004,775,52,93,26.6,20
23-04-2025,PHC001,MED004,694,81,125,23.7,30
24-04-2025,PHC001,MED004,628,66,111,30,26
25-04-2025,PHC001,MED004,560,68,109,20.2,24
26-04-2025,PHC001,MED004,465,95,133,27.8,28
27-04-2025,PHC001,MED004,367,98,137,25.6,30
28-04-2025,PHC001,MED004,318,49,84,33.5,20
29-04-2025,PHC001,MED004,254,64,106,27.9,31
30-04-2025,PHC001,MED004,495,87,155,27.7,34
01-05-2025,PHC001,MED004,441,54,95,25.5,23
02-05-2025,PHC001,MED004,378,63,121,23.4,23
03-05-2025,PHC001,MED004,294,84,127,32.9,31
04-05-2025,PHC001,MED004,930,103,148,34,34
05-05-2025,PHC001,MED004,852,78,141,30.7,37
06-05-2025,PHC001,MED004,775,77,105,24.8,26
07-05-2025,PHC001,MED004,705,70,123,21.8,24
08-05-2025,PHC001,MED004,632,73,110,20.7,28
09-05-2025,PHC001,MED004,579,53,89,33,28
10-05-2025,PHC001,MED004,493,86,119,25.5,34
11-05-2025,PHC001,MED004,408,85,125,31.1,39
12-05-2025,PHC001,MED004,337,71,129,31.6,49
13-05-2025,PHC001,MED004,260,77,112,31.9,21
14-05-2025,PHC001,MED004,828,87,143,29.5,41
15-05-2025,PHC001,MED004,755,73,141,20,26
16-05-2025,PHC001,MED004,704,51,90,27.9,22
17-05-2025,PHC001,MED004,595,109,133,20.9,39
18-05-2025,PHC001,MED004,491,104,131,33.5,42
19-05-2025,PHC001,MED004,433,58,91,25.6,21
20-05-2025,PHC001,MED004,362,71,113,32.3,30
21-05-2025,PHC001,MED004,275,87,132,26.5,35
22-05-2025,PHC001,MED004,858,75,112,32,27
23-05-2025,PHC001,MED004,782,76,121,26.8,26
24-05-2025,PHC001,MED004,645,137,167,21.6,47
25-05-2025,PHC001,MED004,534,111,144,24.7,39
26-05-2025,PHC001,MED004,467,67,124,27,31
27-05-2025,PHC001,MED004,399,68,118,32.1,27
28-05-2025,PHC001,MED004,319,80,136,32.8,31
29-05-2025,PHC001,MED004,242,77,128,34.5,38
30-05-2025,PHC001,MED004,940,89,117,22.6,26
31-05-2025,PHC001,MED004,863,77,118,31.2,32
01-06-2025,PHC001,MED004,772,91,148,20.2,37
02-06-2025,PHC001,MED004,690,82,135,22,21
03-06-2025,PHC001,MED004,639,51,101,28.7,20
04-06-2025,PHC001,MED004,558,81,113,20.3,37
05-06-2025,PHC001,MED004,483,75,127,33.6,29
06-06-2025,PHC001,MED004,418,65,121,20.6,26
07-06-2025,PHC001,MED004,337,81,134,25.9,25
08-06-2025,PHC001,MED004,674,106,154,22.6,39
09-06-2025,PHC001,MED004,600,74,124,29.2,28
10-06-2025,PHC001,MED004,536,64,98,27.5,19
11-06-2025,PHC001,MED004,471,65,103,26.3,29
12-06-2025,PHC001,MED004,404,67,98,23.7,17
13-06-2025,PHC001,MED004,335,69,114,30.7,33
14-06-2025,PHC001,MED004,269,66,106,25.2,27
15-06-2025,PHC001,MED004,495,89,126,29,31
16-06-2025,PHC001,MED004,402,93,135,20.9,28
17-06-2025,PHC001,MED004,366,36,113,34.6,30
18-06-2025,PHC001,MED004,278,88,132,24,37
19-06-2025,PHC001,MED004,220,58,84,23.3,36
20-06-2025,PHC001,MED004,521,89,130,25.3,25
21-06-2025,PHC001,MED004,438,83,107,31.1,27
22-06-2025,PHC001,MED004,362,76,119,30.6,34
23-06-2025,PHC001,MED004,978,98,130,32.6,40
24-06-2025,PHC001,MED004,904,74,127,24.6,27
25-06-2025,PHC001,MED004,827,77,115,27.9,29
26-06-2025,PHC001,MED004,723,104,148,23,37
27-06-2025,PHC001,MED004,650,73,132,24.9,41
28-06-2025,PHC001,MED004,538,112,151,33.8,38
29-06-2025,PHC001,MED004,481,57,103,25.6,33
01-01-2025,PHC001,MED005,1429,35,104,25,20
02-01-2025,PHC001,MED005,1376,53,151,29.6,37
03-01-2025,PHC001,MED005,1345,31,101,30.6,25
04-01-2025,PHC001,MED005,1294,51,120,30,26
05-01-2025,PHC001,MED005,1232,62,137,31,29
06-01-2025,PHC001,MED005,1182,50,123,28.6,38
07-01-2025,PHC001,MED005,1127,55,129,28.5,25
08-01-2025,PHC001,MED005,1084,43,126,29.6,33
09-01-2025,PHC001,MED005,1027,57,128,25,35
10-01-2025,PHC001,MED005,970,57,121,34.4,27
11-01-2025,PHC001,MED005,904,66,141,30.9,28
12-01-2025,PHC001,MED005,829,75,133,25.3,35
13-01-2025,PHC001,MED005,785,44,120,20.7,22
14-01-2025,PHC001,MED005,730,55,120,33.2,32
15-01-2025,PHC001,MED005,684,46,106,32.4,30
16-01-2025,PHC001,MED005,648,36,95,26.8,23
17-01-2025,PHC001,MED005,600,48,115,20.3,27
18-01-2025,PHC001,MED005,518,82,139,22.4,29
19-01-2025,PHC001,MED005,453,65,163,34.7,46
20-01-2025,PHC001,MED005,397,56,151,26.5,43
21-01-2025,PHC001,MED005,349,48,103,26.5,20
22-01-2025,PHC001,MED005,299,50,119,28.3,34
23-01-2025,PHC001,MED005,244,55,131,29.9,29
24-01-2025,PHC001,MED005,187,57,121,27.4,25
25-01-2025,PHC001,MED005,661,71,133,21.3,33
26-01-2025,PHC001,MED005,603,58,113,22.6,28
27-01-2025,PHC001,MED005,556,47,113,32.7,30
28-01-2025,PHC001,MED005,500,56,128,21.4,24
29-01-2025,PHC001,MED005,458,42,105,33.3,25
30-01-2025,PHC001,MED005,396,62,126,23.4,31
31-01-2025,PHC001,MED005,352,44,114,31.3,30
01-02-2025,PHC001,MED005,287,65,126,34.6,28
02-02-2025,PHC001,MED005,231,56,115,32.6,25
03-02-2025,PHC001,MED005,193,38,100,27.1,15
04-02-2025,PHC001,MED005,691,59,127,21.2,27
05-02-2025,PHC001,MED005,653,38,101,28.6,19
06-02-2025,PHC001,MED005,617,36,123,34.2,30
07-02-2025,PHC001,MED005,562,55,126,22.9,33
08-02-2025,PHC001,MED005,493,69,137,30.2,34
09-02-2025,PHC001,MED005,409,84,158,24.8,43
10-02-2025,PHC001,MED005,370,39,110,21.3,18
11-02-2025,PHC001,MED005,331,39,108,33.8,30
12-02-2025,PHC001,MED005,274,57,137,28.8,34
13-02-2025,PHC001,MED005,224,50,107,28.7,30
14-02-2025,PHC001,MED005,172,52,121,21.6,29
15-02-2025,PHC001,MED005,130,42,106,33.2,33
16-02-2025,PHC001,MED005,578,58,130,28.6,39
17-02-2025,PHC001,MED005,523,55,116,30.4,33
18-02-2025,PHC001,MED005,461,62,145,25,38
19-02-2025,PHC001,MED005,409,52,139,20.3,44
20-02-2025,PHC001,MED005,368,41,119,24.2,25
21-02-2025,PHC001,MED005,312,56,115,22,36
22-02-2025,PHC001,MED005,241,71,147,32.4,35
23-02-2025,PHC001,MED005,894,68,147,23.2,34
24-02-2025,PHC001,MED005,852,42,100,27.7,28
25-02-2025,PHC001,MED005,803,49,118,30.6,29
26-02-2025,PHC001,MED005,766,37,93,27.9,28
27-02-2025,PHC001,MED005,721,45,110,20.9,29
28-02-2025,PHC001,MED005,667,54,119,25.4,30
01-03-2025,PHC001,MED005,592,75,145,33.8,31
02-03-2025,PHC001,MED005,551,41,127,27.3,28
03-03-2025,PHC001,MED005,499,52,127,25.2,25
04-03-2025,PHC001,MED005,450,49,120,32.5,26
05-03-2025,PHC001,MED005,400,50,116,31.7,38
06-03-2025,PHC001,MED005,351,49,117,23.4,32
07-03-2025,PHC001,MED005,297,54,135,34.5,23
08-03-2025,PHC001,MED005,233,64,124,22,25
09-03-2025,PHC001,MED005,812,85,155,34.1,39
10-03-2025,PHC001,MED005,761,51,135,26.4,32
11-03-2025,PHC001,MED005,703,58,124,30.2,30
12-03-2025,PHC001,MED005,662,41,121,21.5,25
13-03-2025,PHC001,MED005,620,42,113,29.7,30
14-03-2025,PHC001,MED005,563,57,104,21.6,23
15-03-2025,PHC001,MED005,505,58,149,23.9,30
16-03-2025,PHC001,MED005,438,67,124,24.5,20
17-03-2025,PHC001,MED005,389,49,135,32,41
18-03-2025,PHC001,MED005,350,39,96,30.2,19
19-03-2025,PHC001,MED005,311,39,93,26.3,27
20-03-2025,PHC001,MED005,268,43,111,30.6,28
21-03-2025,PHC001,MED005,225,43,110,28,26
22-03-2025,PHC001,MED005,173,52,139,30.1,24
23-03-2025,PHC001,MED005,472,50,130,22.7,38
24-03-2025,PHC001,MED005,443,29,90,30.9,24
25-03-2025,PHC001,MED005,403,40,102,29.8,35
26-03-2025,PHC001,MED005,364,39,116,33.1,32
27-03-2025,PHC001,MED005,302,62,129,27,27
28-03-2025,PHC001,MED005,259,43,118,29.5,30
29-03-2025,PHC001,MED005,198,61,121,21.8,27
30-03-2025,PHC001,MED005,535,65,124,26.2,25
31-03-2025,PHC001,MED005,474,61,108,33.4,18
01-04-2025,PHC001,MED005,424,50,123,32.9,30
02-04-2025,PHC001,MED005,361,63,120,24.7,22
03-04-2025,PHC001,MED005,308,53,130,23.1,34
04-04-2025,PHC001,MED005,263,45,95,31.7,28
05-04-2025,PHC001,MED005,205,58,142,26.4,39
06-04-2025,PHC001,MED005,926,65,139,31,40
07-04-2025,PHC001,MED005,871,55,127,32.5,32
08-04-2025,PHC001,MED005,820,51,135,30.4,31
09-04-2025,PHC001,MED005,778,42,110,25.8,29
10-04-2025,PHC001,MED005,737,41,109,24.4,29
11-04-2025,PHC001,MED005,678,59,111,25.1,21
12-04-2025,PHC001,MED005,620,58,100,25.4,19
13-04-2025,PHC001,MED005,556,64,145,33.8,47
14-04-2025,PHC001,MED005,509,47,120,31,29
15-04-2025,PHC001,MED005,465,44,107,25.5,25
16-04-2025,PHC001,MED005,422,43,111,28,30
17-04-2025,PHC001,MED005,355,67,161,29.9,45
18-04-2025,PHC001,MED005,313,42,112,25.7,26
19-04-2025,PHC001,MED005,260,53,115,22.3,27
20-04-2025,PHC001,MED005,196,64,112,29.9,25
21-04-2025,PHC001,MED005,147,49,112,22.1,34
22-04-2025,PHC001,MED005,458,43,108,21.7,26
23-04-2025,PHC001,MED005,412,46,94,31.7,23
24-04-2025,PHC001,MED005,375,37,79,22.4,16
25-04-2025,PHC001,MED005,343,32,83,30.3,17
26-04-2025,PHC001,MED005,277,66,133,21.7,35
27-04-2025,PHC001,MED005,219,58,116,34.2,26
28-04-2025,PHC001,MED005,184,35,108,29.7,25
29-04-2025,PHC001,MED005,145,39,75,24,22
30-04-2025,PHC001,MED005,746,45,123,25.4,37
01-05-2025,PHC001,MED005,704,42,105,21.4,33
02-05-2025,PHC001,MED005,666,38,110,22.6,31
03-05-2025,PHC001,MED005,608,58,121,29.3,34
04-05-2025,PHC001,MED005,553,55,127,26,33
05-05-2025,PHC001,MED005,496,57,126,25.8,30
06-05-2025,PHC001,MED005,465,31,93,21.7,17
07-05-2025,PHC001,MED005,416,49,113,34.1,26
08-05-2025,PHC001,MED005,370,46,127,30.2,24
09-05-2025,PHC001,MED005,312,58,120,25.4,34
10-05-2025,PHC001,MED005,266,46,136,22,41
11-05-2025,PHC001,MED005,655,71,138,26.2,33
12-05-2025,PHC001,MED005,605,50,118,27.9,39
13-05-2025,PHC001,MED005,547,58,113,23.4,20
14-05-2025,PHC001,MED005,504,43,106,29.3,18
15-05-2025,PHC001,MED005,469,35,92,27.2,26
16-05-2025,PHC001,MED005,422,47,96,33.4,29
17-05-2025,PHC001,MED005,368,54,130,34,32
18-05-2025,PHC001,MED005,304,64,131,31.3,29
19-05-2025,PHC001,MED005,265,39,108,24.2,31
20-05-2025,PHC001,MED005,210,55,113,21.2,21
21-05-2025,PHC001,MED005,174,36,96,21.3,26
22-05-2025,PHC001,MED005,633,47,114,20.3,36
23-05-2025,PHC001,MED005,585,48,98,20,27
24-05-2025,PHC001,MED005,519,66,143,27.6,32
25-05-2025,PHC001,MED005,453,66,137,34.3,41
26-05-2025,PHC001,MED005,395,58,118,28.4,30
27-05-2025,PHC001,MED005,352,43,102,29.9,21
28-05-2025,PHC001,MED005,310,42,107,25.1,26
29-05-2025,PHC001,MED005,263,47,133,24.4,21
30-05-2025,PHC001,MED005,214,49,111,22.1,30
31-05-2025,PHC001,MED005,935,55,127,21.6,23
01-06-2025,PHC001,MED005,881,54,125,32.4,33
02-06-2025,PHC001,MED005,826,55,119,31.4,33
03-06-2025,PHC001,MED005,780,46,120,33.4,28
04-06-2025,PHC001,MED005,741,39,95,27.6,25
05-06-2025,PHC001,MED005,702,39,114,26.5,27
06-06-2025,PHC001,MED005,662,40,85,31.7,15
07-06-2025,PHC001,MED005,595,67,119,21.6,33
08-06-2025,PHC001,MED005,533,62,120,24.8,24
09-06-2025,PHC001,MED005,495,38,104,23.7,20
10-06-2025,PHC001,MED005,452,43,103,24.4,28
11-06-2025,PHC001,MED005,415,37,107,27.7,18
12-06-2025,PHC001,MED005,364,51,125,24.7,25
13-06-2025,PHC001,MED005,321,43,95,30.7,24
14-06-2025,PHC001,MED005,269,52,118,22,19
15-06-2025,PHC001,MED005,219,50,92,29.6,25
16-06-2025,PHC001,MED005,185,34,108,28.4,18
17-06-2025,PHC001,MED005,152,33,96,33.4,22
18-06-2025,PHC001,MED005,115,37,84,26.3,18
19-06-2025,PHC001,MED005,501,50,115,20.8,27
20-06-2025,PHC001,MED005,453,48,114,24.3,25
21-06-2025,PHC001,MED005,382,71,160,31.3,38
22-06-2025,PHC001,MED005,294,88,158,21.5,41
23-06-2025,PHC001,MED005,259,35,96,28.4,29
24-06-2025,PHC001,MED005,211,48,116,32,37
25-06-2025,PHC001,MED005,954,56,136,34.4,38
26-06-2025,PHC001,MED005,911,43,99,20.8,12
27-06-2025,PHC001,MED005,874,37,104,26.6,32
28-06-2025,PHC001,MED005,814,60,135,30.6,40
29-06-2025,PHC001,MED005,746,68,146,30.9,36
01-01-2025,PHC002,MED001,893,66,93,22.8,30
02-01-2025,PHC002,MED001,821,72,99,28.3,20
03-01-2025,PHC002,MED001,762,59,97,23.8,29
04-01-2025,PHC002,MED001,667,95,116,24.8,30
05-01-2025,PHC002,MED001,574,93,129,29.2,35
06-01-2025,PHC002,MED001,531,43,68,31.8,12
07-01-2025,PHC002,MED001,471,60,79,22.8,22
08-01-2025,PHC002,MED001,405,66,90,21.4,17
09-01-2025,PHC002,MED001,350,55,85,25,24
10-01-2025,PHC002,MED001,297,53,91,34.9,22
11-01-2025,PHC002,MED001,976,84,114,20.1,15
12-01-2025,PHC002,MED001,925,51,81,23.7,13
13-01-2025,PHC002,MED001,846,79,113,25.7,30
14-01-2025,PHC002,MED001,783,63,76,20.4,18
15-01-2025,PHC002,MED001,749,34,57,27.7,13
16-01-2025,PHC002,MED001,682,67,82,24.8,18
17-01-2025,PHC002,MED001,618,64,89,34.6,23
18-01-2025,PHC002,MED001,560,58,77,29.4,16
19-01-2025,PHC002,MED001,473,87,101,32.5,32
20-01-2025,PHC002,MED001,406,67,110,26.5,33
21-01-2025,PHC002,MED001,334,72,85,30.3,19
22-01-2025,PHC002,MED001,272,62,87,22.7,23
23-01-2025,PHC002,MED001,207,65,83,32.3,22
24-01-2025,PHC002,MED001,651,55,75,24.7,13
25-01-2025,PHC002,MED001,590,61,87,29.6,16
26-01-2025,PHC002,MED001,531,59,79,21.1,13
27-01-2025,PHC002,MED001,468,63,89,31.8,21
28-01-2025,PHC002,MED001,412,56,89,25.9,22
29-01-2025,PHC002,MED001,354,58,74,28,13
30-01-2025,PHC002,MED001,296,58,94,34.4,25
31-01-2025,PHC002,MED001,228,68,97,33.7,30
01-02-2025,PHC002,MED001,745,67,72,28.3,9
02-02-2025,PHC002,MED001,679,66,98,28.6,25
03-02-2025,PHC002,MED001,613,66,95,31.1,26
04-02-2025,PHC002,MED001,556,57,81,33.6,16
05-02-2025,PHC002,MED001,497,59,76,23.8,21
06-02-2025,PHC002,MED001,416,81,100,28.5,29
07-02-2025,PHC002,MED001,355,61,91,29.7,29
08-02-2025,PHC002,MED001,1046,96,116,23.8,32
09-02-2025,PHC002,MED001,951,95,114,29.8,27
10-02-2025,PHC002,MED001,886,65,100,33.5,29
11-02-2025,PHC002,MED001,823,63,98,28.8,21
12-02-2025,PHC002,MED001,775,48,70,24.7,15
13-02-2025,PHC002,MED001,712,63,84,31.1,21
14-02-2025,PHC002,MED001,674,38,57,22,17
15-02-2025,PHC002,MED001,621,53,65,24.6,11
16-02-2025,PHC002,MED001,542,79,87,29.1,20
17-02-2025,PHC002,MED001,497,45,58,23.9,18
18-02-2025,PHC002,MED001,426,71,88,21.1,20
19-02-2025,PHC002,MED001,364,62,85,26.1,27
20-02-2025,PHC002,MED001,342,22,55,28.3,7
21-02-2025,PHC002,MED001,292,50,68,25.5,8
22-02-2025,PHC002,MED001,774,79,100,31,33
23-02-2025,PHC002,MED001,676,98,112,20.2,32
24-02-2025,PHC002,MED001,619,57,86,34.7,34
25-02-2025,PHC002,MED001,574,45,60,28.5,16
26-02-2025,PHC002,MED001,536,38,55,22.2,9
27-02-2025,PHC002,MED001,500,36,48,23.5,20
28-02-2025,PHC002,MED001,453,47,82,30,24
01-03-2025,PHC002,MED001,362,91,93,33.2,14
02-03-2025,PHC002,MED001,698,104,117,21.5,31
03-03-2025,PHC002,MED001,650,48,79,28.2,21
04-03-2025,PHC002,MED001,596,54,93,25.5,29
05-03-2025,PHC002,MED001,556,40,60,33.6,10
06-03-2025,PHC002,MED001,516,40,69,33,16
07-03-2025,PHC002,MED001,464,52,84,22.1,16
08-03-2025,PHC002,MED001,385,79,99,29.7,26
09-03-2025,PHC002,MED001,291,94,105,21.8,21
10-03-2025,PHC002,MED001,241,50,86,30.8,30
11-03-2025,PHC002,MED001,490,62,85,32.5,21
12-03-2025,PHC002,MED001,428,62,83,28.9,23
13-03-2025,PHC002,MED001,364,64,97,22.5,26
14-03-2025,PHC002,MED001,284,80,99,26.1,21
15-03-2025,PHC002,MED001,221,63,91,32.3,28
16-03-2025,PHC002,MED001,560,73,105,29.1,25
17-03-2025,PHC002,MED001,509,51,86,31.9,24
18-03-2025,PHC002,MED001,449,60,87,29.9,18
19-03-2025,PHC002,MED001,366,83,107,28.9,23
20-03-2025,PHC002,MED001,302,64,85,21.6,26
21-03-2025,PHC002,MED001,573,78,111,22.2,22
22-03-2025,PHC002,MED001,474,99,110,29,37
23-03-2025,PHC002,MED001,410,64,83,29.9,20
24-03-2025,PHC002,MED001,328,82,98,20,20
25-03-2025,PHC002,MED001,272,56,74,33.1,13
26-03-2025,PHC002,MED001,228,44,78,34.1,14
27-03-2025,PHC002,MED001,883,73,86,33.6,16
28-03-2025,PHC002,MED001,830,53,81,22,18
29-03-2025,PHC002,MED001,755,75,97,33.2,26
30-03-2025,PHC002,MED001,680,75,87,30.6,23
31-03-2025,PHC002,MED001,633,47,64,29.8,16
01-04-2025,PHC002,MED001,576,57,78,25.4,15
02-04-2025,PHC002,MED001,493,83,101,26.4,25
03-04-2025,PHC002,MED001,443,50,75,30.2,21
04-04-2025,PHC002,MED001,404,39,68,25.6,18
05-04-2025,PHC002,MED001,345,59,85,24.6,19
06-04-2025,PHC002,MED001,277,68,115,29.9,27
07-04-2025,PHC002,MED001,218,59,83,30.5,15
08-04-2025,PHC002,MED001,808,66,92,28.3,19
09-04-2025,PHC002,MED001,761,47,81,25.8,18
10-04-2025,PHC002,MED001,723,38,63,29,18
11-04-2025,PHC002,MED001,669,54,93,25.6,25
12-04-2025,PHC002,MED001,609,60,80,29.8,24
